321,I should try cooking this.
323,Oops!
325,Some nicely cooked sardines.
327,I should try cooking this.
329,Some nicely cooked salmon.
331,I should try cooking this.
333,Some nicely cooked trout.
335,I should try cooking this.
337,Some nicely cooked giant carp.
338,I should try cooking this.
339,Some nicely cooked cod.
341,I should try cooking this.
343,Oops!
345,I should try cooking this.
347,Some nicely cooked herring.
349,I should try cooking this.
351,Some nicely cooked pike.
353,I should try cooking this.
355,Some nicely cooked mackerel.
357,Oops!
359,I should try cooking this.
361,"Wow, this is a big fish."
363,I should try cooking this.
365,"Wow, this is a big fish."
367,Oops!
369,Oops!
371,I should try cooking this.
373,I'd better be careful eating this!
375,Oops!
377,I should try cooking this.
379,This looks tricky to eat.
381,Oops!
383,I should try cooking this.
385,I'd better be careful eating this.
387,Oops!
389,A rare catch.
391,A rare catch.
393,Oops!
395,A rare catch.
397,Tasty!
399,Oops!
401,Slightly damp seaweed.
403,Slightly damp seaweed.
405,I hope there's treasure in it.
407,Maybe there are pearls inside?
409,"Aww, it's empty."
411,I could work wonders with a chisel on this pearl.
413,I could work wonders with a chisel on these pearls.
415,An expensive colourless liquid.
416,This isn't worth much.
417,It's highly poisonous.
418,Probably best I don't keep this too long.
419,A special kind of paper.
420,Apparently it distills.
421,Yup. It's an amulet.
422,Birds love this stuff!
423,Opens things (Used in the Biohazard quest).
424,It's full of pigeons.
425,It's empty...
426,Top half of a priest suit.
428,Bottom half of a priest suit.
430,Medical looking.
431,A very strong spirit brewed on Karamja.
432,A key to One-Eyed Hector's chest (Used in the Pirate's Treasure quest).
433,Pirates don't have the best handwriting...
434,Some hard dry clay.
436,This needs refining.
438,This needs refining.
440,This needs refining.
442,This needs refining.
444,This needs refining.
446,This needs refining.
447,This needs refining.
449,This needs refining.
451,This needs refining.
453,Hmm a non-renewable energy source!
455,The official Alfred Grimhand bar crawl card.
456,It's empty!
457,There is 1 scorpion inside.
458,There are 2 scorpions inside.
459,There are 2 scorpions inside.
460,There is 1 scorpion inside.
461,There are 2 scorpions inside.
462,There is 1 scorpion inside.
463,There are 3 scorpions inside.
464,I wonder what this tastes like?
466,Useless without the head.
468,Nurmof can fix this for me.
470,Nurmof can fix this for me.
472,Nurmof can fix this for me.
474,Nurmof can fix this for me.
476,Nurmof can fix this for me.
478,Nurmof can fix this for me.
480,It's missing a handle.
482,It's missing a handle.
484,It's missing a handle.
486,It's missing a handle.
488,It's missing a handle.
490,It's missing a handle.
492,Useless without the head.
494,Bob can fix this for me.
496,Bob can fix this for me.
498,Bob can fix this for me.
500,Bob can fix this for me.
502,Bob can fix this for me.
504,Bob can fix this for me.
506,Bob can fix this for me.
508,It's missing a handle.
510,It's missing a handle.
512,It's missing a handle.
514,It's missing a handle.
516,It's missing a handle.
518,It's missing a handle.
520,It's missing a handle.
522,I don't fancy eating this now.
523,I don't fancy eating this now.
524,I don't fancy eating this now.
525,I don't fancy eating this now.
526,Bones are for burying!
528,Bones are for burying!
530,Ew it's a pile of bones.
532,Ew it's a pile of bones.
534,Ew it's a pile of bones.
536,These would feed a dog for months!
538,Keeps a druid's knees nice and warm.
540,I feel closer to the gods when I am wearing this.
542,Keeps a monk's knees nice and warm.
544,I feel closer to the gods when I am wearing this.
546,I feel closer to the gods when I am wearing this.
548,"If a shade had knees, this would keep them nice and warm."
550,Issued to all new citizens of Gielinor.
552,It lets me talk to ghosts.
553,Ooooh spooky!
554,One of the 4 basic elemental Runes.
555,One of the 4 basic elemental Runes.
556,One of the 4 basic elemental Runes.
557,One of the 4 basic elemental Runes.
558,Used for basic level missile spells.
559,Used for curse spells.
560,Used for medium level missile spells.
561,Used for alchemy spells.
562,Used for low level missile spells.
563,Used for teleport spells.
564,Used for enchant spells.
565,Used for high level missile spells.
566,Used for high level curse spells.
567,I'd prefer it if it was powered.
569,A magic glowing orb.
571,A magic glowing orb.
573,A magic glowing orb.
575,A magic glowing orb.
577,I can do magic better in this.
579,A silly pointed hat.
581,I can do magic better in this.
583,It's a bailing bucket.
585,It's a bailing bucket full of salty water.
587,A strange glowing green orb.
588,Two strange glowing green orbs.
589,It's an amulet of protection given to me by the gnomes.
590,Useful for lighting a fire.
592,A heap of ashes.
594,A lit home-made torch.
595,A lit home-made torch.
596,An unlit home-made torch.
598,Arrows with bronze heads wrapped in oily cloth.
600,A book on the history of astronomy.
601,A small key for a large door (Allows access to the goblin kitchen in the Observatory Dungeon).
602,An unusual mould in the shape of a disc.
603,A perfectly circular disc of glass.
604,A slender bone shard given to you by Zadimus.
605,A bone key fashioned from a shard of bone (Provides access to Rashiliyia's Tomb).
606,A stone plaque with carved letters in it.
607,An ancient tattered scroll.
608,An ancient crumpled scroll.
609,The remains of the Zombie Queen.
610,The remains of Zadimus.
611,A magical crystal sphere.
612,A magical crystal sphere.
613,A magical crystal sphere.
614,A magical crystal sphere.
615,A magical crystal sphere.
616,A curious looking neck ornament.
617,Lovely money!
618,Beads carved out of a bone.
619,Allows you to rest in the luxurious Paramayer Inn.
620,Allows you to rest in the luxurious Paramayer Inn.
621,Allows you passage on the 'Lady of the waves' ship.
623,An ivory sword pommel.
624,Notes taken from the tomb of Bervirius.
625,A decorated belt used to trade information between distant villages.
626,"They're soft, silky and pink."
628,"They're soft, silky and green."
630,"They're soft, silky and blue."
632,"They're soft, silky and cream."
634,"They're soft, silky and turquoise."
636,"The ultimate in gnome design, now in pink!"
638,"The ultimate in gnome design, now in green!"
640,"The ultimate in gnome design, now in blue!"
642,"The ultimate in gnome design, now in cream!"
644,"The ultimate in gnome design, now in turquoise!"
646,Made by Tree Gnomes with a thing for pink.
648,Made by Tree Gnomes with a thing for green.
650,Made by Tree Gnomes with a thing for blue.
652,Made by Tree Gnomes with a thing for cream.
654,Made by Tree Gnomes with a thing for turquoise.
656,A silly pink pointed hat.
658,A silly green pointed hat.
660,A silly blue pointed hat.
662,A silly cream pointed hat.
664,A silly turquoise pointed hat.
666,Picture of a posing Paladin.
667,A Faladian Knight's sword.
668,Definitely blue.
669,A receptacle for specimens!
670,A small brush used to clean rock samples.
671,A carefully-kept-safe skull sample.
672,A special cup.
673,A lucky mascot.
674,A roughly shaped piece of rock.
675,A small pick for digging.
676,Used for digging!
677,An empty tray for panning.
678,This tray contains gold.
679,This tray contains mud.
680,"Pure, lovely gold!"
681,An unusual symbol as yet unidentified by the archaeological expert.
682,A letter waiting to be stamped.
683,A sealed letter of recommendation.
684,Used to hold up trousers!
685,Phew!
686,A decent-enough weapon gone rusty.
687,This must have been shot at high speed.
688,Not Dick Whittington's helper at all!
689,I pity the poor person beaten with this!
690,Watch those feet!
691,The owner has passed the Earth Sciences level 1 exam.
692,The owner has passed Earth Sciences level 2 exam.
693,The owner has passed Earth Sciences level 3 exam.
694,Smashing!
695,"Now, if I can just find a tooth fairy to sell this to..."
696,A letter inviting me to use the private dig shafts.
697,It would be hard to repair this!
698,No use to me in this state...
699,An old stone slab with writing on it.
700,An acrid chemical.
701,An acrid chemical.
702,A strong chemical.
703,A strong chemical.
704,Charcoal - crushed to small pieces!
705,A mixture of strong chemicals.
706,A mixture of strong chemicals.
707,A mixture of strong chemicals.
708,The root of an arcenia plant.
709,This fits a chest (Used in The Digsite quest).
710,A vessel for holding plants.
711,"It's about chemicals, judging from its cover."
712,A refreshing cuppa.
713,It's a clue scroll.
714,"Notes given to you by Radimus Erkle, including a partially-completed map of the Kharazi jungle."
715,"Notes given to you by Radimus Erkle, including a partially-completed map of the Kharazi jungle."
716,It makes a loud but interesting sound when swung in the air.
717,A scrawled note with spidery writing on it.
718,A scrawled note with spidery writing on it.
719,A scrawled note with spidery writing on it.
720,"A rough sketch of a bowl-shaped vessel, given to you by Gujuo."
721,A specially-made bowl constructed out of pure gold.
722,A specially-made bowl constructed out of pure gold and blessed by Gujuo.
723,A specially-made golden bowl filled with water.
724,"A specially-made golden bowl filled with pure, sacred water."
725,A blessed golden bowl. It has water in it.
726,"A blessed golden bowl. It has pure, sacred water in it."
727,One of nature's pipes.
728,One of nature's pipes.
729,It looks like the Shaman's personal notes...
730,An ancient tome on Demonology.
731,An enchanted empty glass vial.
732,"A vial of holy water, good against certain demons."
733,Fragments of a broken container.
735,These need to be germinated before they can be used.
736,These seeds are germinated and ready to be planted in fertile soil.
737,It's a mixture of Snakeweed and water. Needs another ingredient.
738,It's a mixture of Ardrigal and water. Needs another ingredient.
739,A Bravery Potion made from Gujuo's recipe. Let's hope it works.
740,A strange blue wizard's hat.
741,It looks like it's been snapped off of something.
742,It looks like it's been snapped off of something.
743,It looks like it's been snapped off of something.
744,A heart-shaped crystal.
745,A heart-shaped crystal.
746,A black obsidian dagger. It has a strange aura about it.
747,A black obsidian dagger. It has a strange aura about it - and it seems to be glowing!
748,A powerful spell for good.
749,A well-carved totem pole made from the trunk of a Yommi tree.
750,"A gilded totem pole, given to you as a gift from the Kharazi tribe."
751,A ball used in Gnomeball.
753,Poisonous berries.
755,A message from Juliet to Romeo.
756,I'm meant to give this to Juliet.
757,The Shield of Arrav by A R Wright.
758,The key to get into the Phoenix Gang HQ (Used in the Shield of Arrav quest).
759,The key to the Phoenix Gang's weapons store (Used in the Shield of Arrav quest).
761,An intelligence report.
762,A shield from Falador.
763,Half of the Shield of Arrav.
764,You can carry coal in here.
765,Half of the Shield of Arrav.
766,You can carry uncut gems in here.
767,Former property of the Phoenix Gang.
769,I can use this to claim a reward from King Roald.
770,A shadowy Ardougne cloak.
771,A limb of the fabled Dramen tree.
772,Crafted from a Dramen tree branch.
773,A perfect ruby ring.
774,A perfect ruby necklace.
775,These gauntlets empower with a greater ability to cook fish.
776,These gauntlets empower the bearer whilst making gold.
777,These gauntlets empower spell casters.
778,My reward for assisting the Fitzharmon family.
779,A fragment of the Fitzharmon family crest.
780,A fragment of the Fitzharmon family crest.
781,A fragment of the Fitzharmon family crest.
782,The Fitzharmon family crest.
783,A sample of the bark from the Grand Tree.
784,A book to translate the ancient gnome language.
785,Perhaps I should read it and see what Glough is up to!
786,Hazelmere wrote something down on this scroll.
787,An order from the Karamja shipyard.
788,The key to Glough's chest (Used in The Grand Tree quest).
789,Twigs bound together in the shape of a T.
790,Twigs bound together in the shape of a U.
791,Twigs bound together in the shape of a Z.
792,Twigs bound together in the shape of a O.
793,An ancient rock with strange magical properties.
794,These are plans for an invasion!
795,A model of a Karamja warship.
800,A finely balanced throwing axe.
801,A finely balanced throwing axe.
802,A finely balanced throwing axe.
803,A finely balanced throwing axe.
804,A finely balanced throwing axe.
805,A finely balanced throwing axe.
806,A deadly throwing dart with a bronze tip.
807,A deadly throwing dart with an iron tip.
808,A deadly throwing dart with a steel tip.
809,A deadly throwing dart with a mithril tip.
810,A deadly throwing dart with an adamant tip.
811,A deadly throwing dart with a rune tip.
812,A deadly poisoned dart with a bronze tip.
813,A deadly poisoned dart with an iron tip.
814,A deadly poisoned dart with a steel tip.
815,A deadly poisoned dart with a mithril tip.
816,A deadly poisoned dart with an adamant tip.
817,A deadly poisoned dart with a rune tip.
818,A deadly throwing dart with a poisoned tip.
819,A deadly looking dart tip made of bronze - needs feathers for flight.
820,A deadly looking dart tip made of iron - needs feathers for flight.
821,A deadly-looking dart tip made of steel - needs feathers for flight.
822,A deadly looking dart tip made of mithril - needs feathers for flight.
823,A deadly-looking dart tip made of adamant - needs feathers for flight.
824,A deadly-looking dart tip made of runite - needs feathers for flight.
825,A bronze tipped javelin.
826,An iron tipped javelin.
827,A steel tipped javelin.
828,A mithril tipped javelin.
829,An adamant tipped javelin.
830,A rune tipped javelin.
831,A bronze tipped javelin.
832,An iron tipped javelin.
833,A steel tipped javelin.
834,A mithril tipped javelin.
835,An adamant tipped javelin.
836,A rune tipped javelin.
837,This fires crossbow bolts.
839,A nice sturdy bow.
841,Short but effective.
843,"A shortbow made out of oak, still effective."
845,A nice sturdy bow made out of oak.
847,A nice sturdy bow made out of willow.
849,"A shortbow made out of willow, still effective."
851,A nice sturdy bow made out of Maple.
853,"A shortbow made out of Maple, still effective."
855,A nice sturdy bow made out of yew.
857,"A shortbow made out of yew, still effective."
859,A nice sturdy magical bow.
861,"Short and magical, but still effective."
863,A finely balanced throwing knife.
864,A finely balanced throwing knife.
865,A finely balanced throwing knife.
866,A finely balanced throwing knife.
867,A finely balanced throwing knife.
868,A finely balanced throwing knife.
869,A finely balanced throwing knife.
870,A finely balanced throwing knife.
871,A finely balanced throwing knife.
872,A finely balanced throwing knife.
873,A finely balanced throwing knife.
874,A finely balanced throwing knife.
875,A finely balanced throwing knife.
876,A finely balanced throwing knife.
877,Bronze crossbow bolts.
878,Some poisoned bronze bolts.
879,Opal tipped Bronze crossbow bolts.
880,Pearl tipped Iron crossbow bolts.
881,Great if you have a crossbow!
882,Arrows with bronze heads.
883,Venomous-looking arrows.
884,Arrows with iron heads.
885,Venomous-looking arrows.
886,Arrows with steel heads.
887,Venomous-looking arrows.
888,Arrows with mithril heads.
889,Venomous-looking arrows.
890,Arrows with adamant heads.
891,Venomous-looking arrows.
892,Arrows with rune heads.
893,Venomous-looking arrows.
942,These bronze-headed arrows are ablaze with fire.
943,Ugh! It's wriggling!
945,A rope.
946,A dangerous looking knife.
948,This would make warm clothing.
950,It's a sheet of silk.
952,A slightly muddy spade.
954,A coil of rope.
956,Get your axes from Bob's Axes.
958,This would make warm clothing.
960,A plank of wood!
962,I need to pull this.
964,Ooooh spooky!
965,Ooooh spooky!
966,A fraction of a roof.
968,A rock
970,Used for making notes.
972,"Used papyrus, it has squiggles all over it."
973,A lump of charcoal.
975,A jungle-specific slashing device.
977,A cooking pot.
981,Used to get out of Thordur's blackhole.
983,Opens a door that leads into a dungeon (Edgeville Dungeon entrance).
985,The tooth end of the mysterious Crystal Key. Can you find the other half?
987,The loop end of the mysterious Crystal Key. Can you find the other half?
989,A mysterious key for a mysterious chest.
991,It looks like the key to a chest (Used to open the muddy chest in the lava maze).
993,You get a sense of dread from this key (Used to open the sinister chest in Yanille dungeon).
995,Lovely money!
1005,A mostly clean apron.
1007,A bright red cape.
1009,I'd prefer a gold one.
1011,Leg covering favoured by women and wizards.
1013,A ladies skirt.
1015,Clothing favoured by women and dark wizards.
1017,A silly pointed hat.
1019,A warm black cape.
1021,A thick blue cape.
1023,A thick yellow cape.
1025,A black piece of cloth on a string.
1027,A thick green cape.
1029,A thick purple cape.
1031,A thick orange cape.
1033,A robe worn by worshippers of Zamorak.
1035,A robe worn by worshippers of Zamorak.
1037,A rabbit-like adornment.
1038,A nice hat from a cracker.
1040,A nice hat from a cracker.
1042,A nice hat from a cracker.
1044,A nice hat from a cracker.
1046,A nice hat from a cracker.
1048,A nice hat from a cracker.
1050,It's a Santa hat.
1052,The cape worn by members of the Legends Guild.
1053,Aaaarrrghhh ... I'm a monster.
1055,Aaaarrrghhh ... I'm a monster.
1057,Aaaarrrghhh ... I'm a monster.
1059,These will keep my hands warm!
1061,Comfortable leather boots.
1063,Better than no armour!
1065,Vambraces made from 100% real dragonhide.
1067,These look pretty heavy.
1069,These look pretty heavy.
1071,These look pretty heavy.
1073,These look pretty heavy.
1075,These look pretty heavy.
1077,"Big, black and heavy looking."
1079,These look pretty heavy.
1081,Designer leg protection.
1083,Designer leg protection.
1085,Designer leg protection.
1087,Designer leg protection.
1089,"Big, black and heavy looking."
1091,Designer leg protection.
1093,Designer leg protection.
1095,Better than no armour!
1097,Those studs should provide a bit more protection.
1099,Made from 100% real dragonhide.
1101,A series of connected metal rings.
1103,A series of connected metal rings.
1105,A series of connected metal rings.
1107,A series of connected metal rings.
1109,A series of connected metal rings.
1111,A series of connected metal rings.
1113,A series of connected metal rings.
1115,Provides excellent protection.
1117,Provides excellent protection.
1119,Provides excellent protection.
1121,Provides excellent protection.
1123,Provides excellent protection.
1125,Provides excellent protection.
1127,Provides excellent protection.
1129,Better than no armour!
1131,Harder than normal leather.
1133,Those studs should provide a bit more protection.
1135,Made from 100% real dragonhide.
1137,A medium sized helmet.
1139,A medium sized helmet.
1141,A medium sized helmet.
1143,A medium sized helmet.
1145,A medium sized helmet.
1147,A medium sized helmet.
1149,Makes the wearer pretty intimidating.
1151,A medium sized helmet.
1153,A full face helmet.
1155,A full face helmet.
1157,A full face helmet.
1159,A full face helmet.
1161,A full face helmet.
1163,A full face helmet.
1165,A full face helmet.
1167,Better than no armour!
1169,Light weight head protection.
1171,A solid wooden shield.
1173,A medium square shield.
1175,A medium square shield.
1177,A medium square shield.
1179,A medium square shield.
1181,A medium square shield.
1183,A medium square shield.
1185,A medium square shield.
1187,An ancient and powerful looking Dragon Square shield.
1189,A large metal shield.
1191,A large metal shield.
1193,A large metal shield.
1195,A large metal shield.
1197,A large metal shield.
1199,A large metal shield.
1201,A large metal shield.
1203,Short but pointy.
1205,Short but pointy.
1207,Short but pointy.
1209,A dangerous dagger.
1211,Short and deadly.
1213,A powerful dagger.
1215,A powerful dagger.
1217,A vicious black dagger.
1219,The blade is covered with poison.
1221,This dagger is poisoned.
1223,The blade has been poisoned.
1225,A poisoned Mithril dagger.
1227,A very dangerous poisoned dagger.
1229,The blade is covered with a nasty poison.
1231,A powerful dagger.
1233,This dagger is poisoned.
1235,The blade is covered with poison.
1237,A bronze tipped spear.
1239,An iron tipped spear.
1241,A steel tipped spear.
1243,A mithril tipped spear.
1245,An adamantite tipped spear.
1247,A rune tipped spear.
1249,A dragon tipped spear.
1251,A poisoned bronze tipped spear.
1253,A poisoned iron tipped spear.
1255,A poisoned steel tipped spear.
1257,A poisoned mithril tipped spear.
1259,A poisoned adamantite tipped spear.
1261,A poisoned rune tipped spear.
1263,A poisoned dragon tipped spear.
1265,Used for mining.
1267,Used for mining.
1269,Used for mining.
1271,Used for mining.
1273,Used for mining.
1275,Used for mining.
1277,A razor sharp sword.
1279,A razor sharp sword.
1281,A razor sharp sword.
1283,A razor sharp sword.
1285,A razor sharp sword.
1287,A razor sharp sword.
1289,A razor sharp sword.
1291,A razor sharp longsword.
1293,A razor sharp longsword.
1295,A razor sharp longsword.
1297,A razor sharp longsword.
1299,A razor sharp longsword.
1301,A razor sharp longsword.
1303,A razor sharp longsword.
1305,A very powerful sword.
1307,A two handed sword.
1309,A two handed sword.
1311,A two handed sword.
1313,A two handed sword.
1315,A two handed sword.
1317,A two handed sword.
1319,A two handed sword.
1321,"A vicious, curved sword."
1323,"A vicious, curved sword."
1325,"A vicious, curved sword."
1327,"A vicious, curved sword."
1329,"A vicious, curved sword."
1331,"A vicious, curved sword."
1333,"A vicious, curved sword."
1335,I don't think it's intended for joinery.
1337,I don't think it's intended for joinery.
1339,I don't think it's intended for joinery.
1341,I don't think it's intended for joinery.
1343,I don't think it's intended for joinery.
1345,I don't think it's intended for joinery.
1347,I don't think it's intended for joinery.
1349,A woodcutter's axe.
1351,A woodcutter's axe.
1353,A woodcutter's axe.
1355,A powerful axe.
1357,A powerful axe.
1359,A powerful axe.
1361,A sinister looking axe.
1363,A vicious looking axe.
1365,A vicious looking axe.
1367,A vicious looking axe.
1369,A vicious looking axe.
1371,A vicious looking axe.
1373,A vicious looking axe.
1375,A vicious looking axe.
1377,A vicious looking axe.
1379,It's a slightly magical stick.
1381,A Magical staff.
1383,A Magical staff.
1385,A Magical staff.
1387,A Magical staff.
1389,A Magical staff.
1391,It's a slightly magical stick.
1393,It's a slightly magical stick.
1395,It's a slightly magical stick.
1397,It's a slightly magical stick.
1399,It's a slightly magical stick.
1401,It's a slightly magical stick.
1403,It's a slightly magical stick.
1405,It's a slightly magical stick.
1407,It's a slightly magical stick.
1409,"An ancient staff, formerly the property of Iban."
1410,I'll need to get this repaired before I can use it.
1411,A farmer's fork.
1413,A halberd.
1415,A warhammer.
1417,A javelin.
1419,It's a Scythe.
1420,A spiky mace.
1422,A spiky mace.
1424,A spiky mace.
1426,A spiky mace.
1428,A spiky mace.
1430,A spiky mace.
1432,A spiky mace.
1434,A spiky mace.
1436,An unimbued rune.
1438,A mysterious power emanates from the talisman...
1440,A mysterious power emanates from the talisman...
1442,A mysterious power emanates from the talisman...
1444,A mysterious power emanates from the talisman...
1446,A mysterious power emanates from the talisman...
1448,A mysterious power emanates from the talisman...
1450,A mysterious power emanates from the talisman...
1452,A mysterious power emanates from the talisman...
1454,A mysterious power emanates from the talisman...
1456,A mysterious power emanates from the talisman...
1458,A mysterious power emanates from the talisman...
1459,null
1460,null
1462,A mysterious power emanates from the talisman...
1464,I can exchange this for equipment.
1465,For use on daggers and projectiles.
1466,A rather nasty looking crustacean.
1467,Some damp wooden sticks.
1468,Some dry wooden sticks.
1469,Smashed glass.
1470,A small round red bead.
1472,A small round yellow bead.
1474,A small round black bead.
1476,A small round white bead.
1478,It increases my aim.
1480,A chunk of rock.
1481,A magical sphere that glimmers within.
1482,A magical sphere that glimmers within.
1483,A magical sphere that glimmers within.
1484,A magical sphere that glimmers within.
1485,It's coated in an oily substance.
1486,A broken piece of railing.
1487,A withered unicorn horn.
1488,A coat of arms of the Ardougne Paladins.
1489,A coat of arms of the Ardougne Paladins.
1490,A coat of arms of the Ardougne Paladins.
1491,A cat.
1492,A simple doll with Iban's likeness.
1493,An account of the last times of someone.
1494,The tale of Iban.
1495,Strong dwarvish gloves.
1496,I thought you only saw these in pairs?
1497,A mystical demonic amulet.
1498,A mystical demonic amulet.
1499,A mystical demonic amulet.
1500,A strange dark liquid.
1501,Smells stronger than most spirits.
1502,The burnt remains of Iban.
1503,A search warrant for a house in West Ardougne.
1504,It doesn't look very tasty.
1505,Maybe I should read it...
1506,Stops me from breathing nasty stuff!
1507,Quite a small key (Used in the Plague City quest).
1508,"It seems to say ""hongorer lure""..."
1509,Turnip growing for beginners.
1510,A picture of a lady called Elena.
1511,A number of wooden logs.
